beta,alpha,lik,ExactAge,AgeGroup,StudyID
5.33851037025266,0.0874201774615414,83.2868988390998,15.75890410958904,Adolescents,86
5.18645204832314,0.174989568493694,94.5910004086598,15.756164383561645,Adolescents,87
8.0101531063186,0.123650600911996,55.4438181131276,16.695890410958903,Adolescents,88
25.5348816922512,0.0154840085857214,74.111673656342,16.654794520547945,Adolescents,89
1.00000000102796e-6,0,124.76649250079,11.575342465753424,Children,90
1.04604897307786,0.582926213677772,117.223341779525,13.164383561643836,Adolescents,91
30,0.0147130450971741,62.7985549085537,17.068493150684933,Adolescents,92
18.5148070507645,0.0714176091900846,30.6289912038025,16.578082191780823,Adolescents,93
29.6871758267083,0.0677964728281388,21.4870248210955,14.076712328767124,Adolescents,94
2.34381686078035,0.176801499798207,108.714361108414,8.07945205479452,Children,95
18.6524556938963,0.0266577990372557,69.4704252593838,20.48493150684931,Adults,96
30,0.0126202809899429,72.2458459849965,11.484931506849316,Children,97
9.999999992516e-7,0,124.76649250079,10.73972602739726,Children,98
9.999999992516e-7,0,124.76649250079,20.687671232876713,Adults,99
7.24991352201266,0.120078904652344,63.0619324518963,20.312328767123287,Adults,100
0.605746389577709,0.572432369818063,122.498323553808,10.38082191780822,Children,101
0.399696333524048,0.119659753658702,124.204551604128,17.22739726027397,Adolescents,102
30,0.00448227297510671,104.549558475356,10.145205479452056,Children,103
30,0.0047209848460987,108.742657575156,10.084931506849315,Children,104
30,0.0116565157186445,64.4954220247697,17.23835616438356,Adolescents,105
2.9877034084843,0.0914614734947159,110.799006718785,12.115068493150686,Children,106
25.1079660936255,0.117736959959966,31.7816700916377,18.361643835616437,Adults,107
30,0.0112122888996957,94.5801744480766,11.90958904109589,Children,108
9.999999992516e-7,0,124.76649250079,8.202739726027398,Children,109
30,2.0452807338618e-4,124.743493303943,12.101369863013698,Children,110
1.00000000102796e-6,0,124.76649250079,10.2,Children,111
9.99999997475243e-7,0,124.76649250079,10.9013698630137,Children,112
30,0.0116148858170086,84.1406746636087,17.345205479452055,Adolescents,113
30,0.00904315515923973,86.0287862063349,18.106849315068494,Adults,114
9.999999992516e-7,0,124.76649250079,11.07945205479452,Children,115
9.54007166705942,0.0285056277611412,101.463302524279,11.186301369863012,Children,116
9.999999992516e-7,0,124.76649250079,17.934246575342467,Adolescents,117
8.65319594729944,0.127367937338266,49.8013858574067,19.167123287671235,Adults,118
25.2262680031475,0.0375776689204846,30.3719860520103,19.46849315068493,Adults,119
9.999999992516e-7,1.11022302462516e-16,124.76649250079,8.038356164383561,Children,120
0.975781492361607,0.19873994609842,121.647924388953,18.39178082191781,Adults,121
