Model,AIC_Value,ExactAge,AgeGroup,StudyID
Vanilla,241.161275288436,20.361643835616437,Adults,10
EmoQ,228.468595119241,20.361643835616437,Adults,10
EmoBias,239.345867893642,20.361643835616437,Adults,10
EmoHier,229.540869643664,20.361643835616437,Adults,10
EmoAvg,239.895384512562,20.361643835616437,Adults,10
Cong,222.509241923452,20.361643835616437,Adults,10
Cond,207.570263070096,20.361643835616437,Adults,10
CongBeta,222.475704481988,20.361643835616437,Adults,10
CondBeta,208.18071666185,20.361643835616437,Adults,10
Vanilla,244.492644366178,20.676712328767124,Adults,11
EmoQ,234.193765200542,20.676712328767124,Adults,11
EmoBias,234.865186353378,20.676712328767124,Adults,11
EmoHier,248.554364205368,20.676712328767124,Adults,11
EmoAvg,231.980120565788,20.676712328767124,Adults,11
Cong,257.532985001581,20.676712328767124,Adults,11
Cond,259.532985001581,20.676712328767124,Adults,11
CongBeta,248.307186326855,20.676712328767124,Adults,11
CondBeta,245.021809702697,20.676712328767124,Adults,11
Vanilla,247.026447003298,14.942465753424658,Adolescents,12
EmoQ,232.241896662543,14.942465753424658,Adolescents,12
EmoBias,210.807884239415,14.942465753424658,Adolescents,12
EmoHier,239.032655543014,14.942465753424658,Adolescents,12
EmoAvg,247.75464999833,14.942465753424658,Adolescents,12
Cong,160.679605442441,14.942465753424658,Adolescents,12
Cond,162.04096162489,14.942465753424658,Adolescents,12
CongBeta,160.679614867618,14.942465753424658,Adolescents,12
CondBeta,161.90931091848,14.942465753424658,Adolescents,12
Vanilla,253.532985001581,20.65205479452055,Adults,13
EmoQ,253.532990001608,20.65205479452055,Adults,13
EmoBias,255.532990001584,20.65205479452055,Adults,13
EmoHier,256.039368175905,20.65205479452055,Adults,13
EmoAvg,255.532987001583,20.65205479452055,Adults,13
Cong,257.532985001581,20.65205479452055,Adults,13
Cond,255.331853148389,20.65205479452055,Adults,13
CongBeta,253.575459882607,20.65205479452055,Adults,13
CondBeta,255.384185951465,20.65205479452055,Adults,13
Vanilla,238.112838417328,13.69041095890411,Adolescents,16
EmoQ,209.867510096726,13.69041095890411,Adolescents,16
EmoBias,209.579036598507,13.69041095890411,Adolescents,16
EmoHier,222.570981694066,13.69041095890411,Adolescents,16
EmoAvg,204.719575277699,13.69041095890411,Adolescents,16
Cong,225.695383432848,13.69041095890411,Adolescents,16
Cond,224.104850111893,13.69041095890411,Adolescents,16
CongBeta,225.537940555866,13.69041095890411,Adolescents,16
CondBeta,223.94407006511,13.69041095890411,Adolescents,16
Vanilla,253.276054345437,19.813698630136987,Adults,14
EmoQ,253.532987001604,19.813698630136987,Adults,14
EmoBias,255.532986553927,19.813698630136987,Adults,14
EmoHier,255.860148140311,19.813698630136987,Adults,14
EmoAvg,255.532986001586,19.813698630136987,Adults,14
Cong,256.727808876866,19.813698630136987,Adults,14
Cond,259.532985001581,19.813698630136987,Adults,14
CongBeta,256.547367214831,19.813698630136987,Adults,14
CondBeta,258.405809020382,19.813698630136987,Adults,14
Vanilla,243.095774271082,13.336986301369864,Adolescents,15
EmoQ,237.38274117468,13.336986301369864,Adolescents,15
EmoBias,241.591820630466,13.336986301369864,Adolescents,15
EmoHier,220.3301201266,13.336986301369864,Adolescents,15
EmoAvg,220.228113932436,13.336986301369864,Adolescents,15
Cong,244.104793025774,13.336986301369864,Adolescents,15
Cond,241.732795396829,13.336986301369864,Adolescents,15
CongBeta,239.799204128618,13.336986301369864,Adolescents,15
CondBeta,237.9392933697,13.336986301369864,Adolescents,15
Vanilla,54.7232892839747,18.676712328767124,Adults,17
EmoQ,69.8368983729402,18.676712328767124,Adults,17
EmoBias,48.0946651832523,18.676712328767124,Adults,17
EmoHier,77.4693379673974,18.676712328767124,Adults,17
EmoAvg,82.829161773169,18.676712328767124,Adults,17
Cong,54.8899840293585,18.676712328767124,Adults,17
Cond,53.6482591218887,18.676712328767124,Adults,17
CongBeta,56.5065719968019,18.676712328767124,Adults,17
CondBeta,53.0812643888787,18.676712328767124,Adults,17
Vanilla,219.694024316108,18.273972602739725,Adults,18
EmoQ,226.838293400749,18.273972602739725,Adults,18
EmoBias,222.993877816931,18.273972602739725,Adults,18
EmoHier,217.510721998195,18.273972602739725,Adults,18
EmoAvg,221.471384433838,18.273972602739725,Adults,18
Cong,218.639396406248,18.273972602739725,Adults,18
Cond,218.958261544582,18.273972602739725,Adults,18
CongBeta,219.238071338378,18.273972602739725,Adults,18
CondBeta,220.295111759398,18.273972602739725,Adults,18
Vanilla,212.803620418229,19.027397260273972,Adults,19
EmoQ,216.837765663366,19.027397260273972,Adults,19
EmoBias,215.171555884725,19.027397260273972,Adults,19
EmoHier,214.236203217485,19.027397260273972,Adults,19
EmoAvg,217.689689871712,19.027397260273972,Adults,19
Cong,214.99062011379,19.027397260273972,Adults,19
Cond,213.294517037187,19.027397260273972,Adults,19
CongBeta,215.732369049906,19.027397260273972,Adults,19
CondBeta,211.23454167466,19.027397260273972,Adults,19
Vanilla,253.494380137385,14.178082191780822,Adolescents,20
EmoQ,251.621807112548,14.178082191780822,Adolescents,20
EmoBias,242.897342977492,14.178082191780822,Adolescents,20
EmoHier,255.068165709878,14.178082191780822,Adolescents,20
EmoAvg,247.061930644837,14.178082191780822,Adolescents,20
Cong,255.229375714589,14.178082191780822,Adolescents,20
Cond,259.532985001581,14.178082191780822,Adolescents,20
CongBeta,255.65571355616,14.178082191780822,Adolescents,20
CondBeta,257.581869505619,14.178082191780822,Adolescents,20
Vanilla,210.647200919323,19.731506849315068,Adults,21
EmoQ,226.042973189474,19.731506849315068,Adults,21
EmoBias,186.582563717493,19.731506849315068,Adults,21
EmoHier,206.217715227197,19.731506849315068,Adults,21
EmoAvg,201.612103520061,19.731506849315068,Adults,21
Cong,170.921012169766,19.731506849315068,Adults,21
Cond,172.720161818081,19.731506849315068,Adults,21
CongBeta,172.847437018311,19.731506849315068,Adults,21
CondBeta,174.845142787233,19.731506849315068,Adults,21
Vanilla,217.834522580573,19.75068493150685,Adults,22
EmoQ,216.109542701475,19.75068493150685,Adults,22
EmoBias,216.135547771952,19.75068493150685,Adults,22
EmoHier,221.513452865092,19.75068493150685,Adults,22
EmoAvg,219.858887626631,19.75068493150685,Adults,22
Cong,217.536442663204,19.75068493150685,Adults,22
Cond,214.470428695255,19.75068493150685,Adults,22
CongBeta,218.16712946998,19.75068493150685,Adults,22
CondBeta,215.949669298607,19.75068493150685,Adults,22
Vanilla,80.6102929942155,19.91780821917808,Adults,23
EmoQ,119.981642537095,19.91780821917808,Adults,23
EmoBias,99.0610960424587,19.91780821917808,Adults,23
EmoHier,80.0184022538586,19.91780821917808,Adults,23
EmoAvg,136.751020522711,19.91780821917808,Adults,23
