Model,Pseudor_Value,ExactAge,AgeGroup,StudyID
Cong,0.00322673222824288,19.813698630136987,Adults,14
Cond,-1.77635683940025e-15,19.813698630136987,Adults,14
CongBeta,0.003949849703207,19.813698630136987,Adults,14
CondBeta,0.00451714221745336,19.813698630136987,Adults,14
Random,-124.76649250079,13.336986301369864,Adolescents,15
Vanilla,0.0418269782266749,13.336986301369864,Adolescents,15
EmoQ,0.0647218796617124,13.336986301369864,Adolescents,15
EmoBias,0.0558690241734019,13.336986301369864,Adolescents,15
EmoHier,0.149089968505543,13.336986301369864,Adolescents,15
EmoAvg,0.141483784474109,13.336986301369864,Adolescents,15
Cong,0.0538132943655588,13.336986301369864,Adolescents,15
Cond,0.0713340146379383,13.336986301369864,Adolescents,15
CongBeta,0.0710678825600958,13.336986301369864,Adolescents,15
CondBeta,0.0865364217549968,13.336986301369864,Adolescents,15
Random,-124.76649250079,18.676712328767124,Adults,17
Vanilla,0.796727116923426,18.676712328767124,Adults,17
EmoQ,0.736159536694023,18.676712328767124,Adults,17
EmoBias,0.831306209145113,18.676712328767124,Adults,17
EmoHier,0.721602585057212,18.676712328767124,Adults,17
EmoAvg,0.692108192539425,18.676712328767124,Adults,17
Cong,0.812089034926338,18.676712328767124,Adults,17
Cond,0.825080202837263,18.676712328767124,Adults,17
CongBeta,0.805610580915807,18.676712328767124,Adults,17
CondBeta,0.827352426419273,18.676712328767124,Adults,17
Random,-124.76649250079,18.273972602739725,Adults,18
Vanilla,0.135609168804911,18.273972602739725,Adults,18
EmoQ,0.10697860886272,18.273972602739725,Adults,18
EmoBias,0.130400023806246,18.273972602739725,Adults,18
EmoHier,0.16038866766705,18.273972602739725,Adults,18
EmoAvg,0.136501395066172,18.273972602739725,Adults,18
Cong,0.155865520524613,18.273972602739725,Adults,18
Cond,0.162602645324592,18.273972602739725,Adults,18
CongBeta,0.153466338981036,18.273972602739725,Adults,18
CondBeta,0.157245236504238,18.273972602739725,Adults,18
Random,-124.76649250079,19.027397260273972,Adults,19
Vanilla,0.163222367508219,19.027397260273972,Adults,19
EmoQ,0.14705558600993,19.027397260273972,Adults,19
EmoBias,0.161747871194662,19.027397260273972,Adults,19
EmoHier,0.17351125657324,19.027397260273972,Adults,19
EmoAvg,0.151656483929886,19.027397260273972,Adults,19
Cong,0.170487941253621,19.027397260273972,Adults,19
Cond,0.185300023418149,19.027397260273972,Adults,19
CongBeta,0.167515392609956,19.027397260273972,Adults,19
CondBeta,0.193555346306679,19.027397260273972,Adults,19
Random,-124.76649250079,14.178082191780822,Adolescents,20
Vanilla,1.5470846146936e-4,14.178082191780822,Adolescents,20
EmoQ,0.00765901906323185,14.178082191780822,Adolescents,20
EmoBias,0.0506371613516667,14.178082191780822,Adolescents,20
EmoHier,0.00987772935785092,14.178082191780822,Adolescents,20
EmoAvg,0.0339476336432615,14.178082191780822,Adolescents,20
Cong,0.00923168248468831,14.178082191780822,Adolescents,20
Cond,-1.77635683940025e-15,14.178082191780822,Adolescents,20
CongBeta,0.00752313945752758,14.178082191780822,Adolescents,20
CondBeta,0.0078190684728473,14.178082191780822,Adolescents,20
Random,-124.76649250079,19.731506849315068,Adults,21
Vanilla,0.171864188944745,19.731506849315068,Adults,21
EmoQ,0.110165843653625,19.731506849315068,Adults,21
EmoBias,0.276317863482661,19.731506849315068,Adults,21
EmoHier,0.205645236737172,19.731506849315068,Adults,21
EmoAvg,0.216087189760414,19.731506849315068,Adults,21
Cong,0.347096288016856,19.731506849315068,Adults,21
Cond,0.347901193034456,19.731506849315068,Adults,21
CongBeta,0.339376166973409,19.731506849315068,Adults,21
CondBeta,0.339385361072851,19.731506849315068,Adults,21
Random,-124.76649250079,19.75068493150685,Adults,22
Vanilla,0.143061096394854,19.75068493150685,Adults,22
EmoQ,0.149973929498212,19.75068493150685,Adults,22
EmoBias,0.157884686985887,19.75068493150685,Adults,22
EmoHier,0.144347778856811,19.75068493150685,Adults,22
EmoAvg,0.142963453808416,19.75068493150685,Adults,22
Cong,0.160285592456335,19.75068493150685,Adults,22
Cond,0.180587573646988,19.75068493150685,Adults,22
CongBeta,0.157758123766087,19.75068493150685,Adults,22
CondBeta,0.174659537306049,19.75068493150685,Adults,22
Random,-124.76649250079,19.91780821917808,Adults,23
Vanilla,0.692985306156097,19.91780821917808,Adults,23
EmoQ,0.535205165215489,19.91780821917808,Adults,23
EmoBias,0.627058939555148,19.91780821917808,Adults,23
EmoHier,0.711387245043366,19.91780821917808,Adults,23
EmoAvg,0.476017086390872,19.91780821917808,Adults,23
Cong,0.708535986489415,19.91780821917808,Adults,23
Cond,0.71088049378725,19.91780821917808,Adults,23
CongBeta,0.705438042234955,19.91780821917808,Adults,23
CondBeta,0.707824727956146,19.91780821917808,Adults,23
Random,-124.76649250079,14.3013698630137,Adolescents,24
Vanilla,0.0551204244151606,14.3013698630137,Adolescents,24
EmoQ,0.0777128179129578,14.3013698630137,Adolescents,24
EmoBias,0.0472167891240055,14.3013698630137,Adolescents,24
EmoHier,0.0478432239061717,14.3013698630137,Adolescents,24
EmoAvg,0.053213279446036,14.3013698630137,Adolescents,24
Cong,0.0552949220893134,14.3013698630137,Adolescents,24
Cond,0.0554110198184439,14.3013698630137,Adolescents,24
CongBeta,0.0553948151871693,14.3013698630137,Adolescents,24
CondBeta,0.0554890682038018,14.3013698630137,Adolescents,24
Random,-124.76649250079,13.082191780821915,Adolescents,25
Vanilla,0.0444609482839464,13.082191780821915,Adolescents,25
EmoQ,0.0508166680728304,13.082191780821915,Adolescents,25
EmoBias,0.06086782644023,13.082191780821915,Adolescents,25
EmoHier,0.0713678747544071,13.082191780821915,Adolescents,25
EmoAvg,0.0612502632195625,13.082191780821915,Adolescents,25
Cong,0.0535680754312942,13.082191780821915,Adolescents,25
Cond,0.053872032373413,13.082191780821915,Adolescents,25
CongBeta,0.052152214370637,13.082191780821915,Adolescents,25
CondBeta,0.052835782742635,13.082191780821915,Adolescents,25
Random,-124.76649250079,14.013698630136986,Adolescents,26
Vanilla,0.0768072929754702,14.013698630136986,Adolescents,26
EmoQ,0.0730588880628587,14.013698630136986,Adolescents,26
EmoBias,0.0721388427090468,14.013698630136986,Adolescents,26
EmoHier,0.0880235284353752,14.013698630136986,Adolescents,26
EmoAvg,0.127252057601858,14.013698630136986,Adolescents,26
Cong,-1.77635683940025e-15,14.013698630136986,Adolescents,26
Cond,0.173961505233997,14.013698630136986,Adolescents,26
CongBeta,0.169210489148786,14.013698630136986,Adolescents,26
CondBeta,0.174733923945272,14.013698630136986,Adolescents,26
Random,-124.76649250079,12.227397260273971,Children,27
Vanilla,-1.77635683940025e-15,12.227397260273971,Children,27
EmoQ,-4.80899269295065e-8,12.227397260273971,Children,27
EmoBias,0.00191583541557561,12.227397260273971,Children,27
EmoHier,0.0102560960665431,12.227397260273971,Children,27
EmoAvg,3.03783070420005e-5,12.227397260273971,Children,27
Cong,-1.77635683940025e-15,12.227397260273971,Children,27
Cond,-1.77635683940025e-15,12.227397260273971,Children,27
CongBeta,0.0162007367189531,12.227397260273971,Children,27
CondBeta,0.0162189670918946,12.227397260273971,Children,27
Random,-124.76649250079,14.106849315068493,Adolescents,28
Vanilla,0.117030762138418,14.106849315068493,Adolescents,28
EmoQ,0.0823187828617407,14.106849315068493,Adolescents,28
EmoBias,0.108865502032723,14.106849315068493,Adolescents,28
EmoHier,0.118735384712941,14.106849315068493,Adolescents,28
EmoAvg,0.0832286141000327,14.106849315068493,Adolescents,28
Cong,0.154057331806418,14.106849315068493,Adolescents,28
Cond,0.170278953125062,14.106849315068493,Adolescents,28
CongBeta,0.15280931475882,14.106849315068493,Adolescents,28
CondBeta,0.168048995244729,14.106849315068493,Adolescents,28
Random,-124.76649250079,15.205479452054794,Adolescents,29
Vanilla,-1.77635683940025e-15,15.205479452054794,Adolescents,29
EmoQ,-8.01506305769806e-9,15.205479452054794,Adolescents,29
EmoBias,0.00368306948897235,15.205479452054794,Adolescents,29
EmoHier,0.0108389099733396,15.205479452054794,Adolescents,29
EmoAvg,0.00265069127718542,15.205479452054794,Adolescents,29
Cong,0.0131497959266006,15.205479452054794,Adolescents,29
Cond,0.0195704825987759,15.205479452054794,Adolescents,29
CongBeta,0.0135354370784638,15.205479452054794,Adolescents,29
CondBeta,0.0182502616765871,15.205479452054794,Adolescents,29
Random,-124.76649250079,12.652054794520549,Children,30
Vanilla,-1.77635683940025e-15,12.652054794520549,Children,30
EmoQ,-4.00749544660073e-8,12.652054794520549,Children,30
EmoBias,-3.20599027325841e-8,12.652054794520549,Children,30
EmoHier,-1.77635683940025e-15,12.652054794520549,Children,30
EmoAvg,-4.00749966544822e-9,12.652054794520549,Children,30
Cong,-1.77635683940025e-15,12.652054794520549,Children,30
Cond,-1.77635683940025e-15,12.652054794520549,Children,30
CongBeta,-1.77635683940025e-15,12.652054794520549,Children,30
CondBeta,2.05267119279817e-6,12.652054794520549,Children,30
Random,-124.76649250079,14.41917808219178,Adolescents,31
Vanilla,0.266494758334036,14.41917808219178,Adolescents,31
EmoQ,0.194099708396947,14.41917808219178,Adolescents,31
EmoBias,0.197633525971522,14.41917808219178,Adolescents,31
EmoHier,0.263865498329943,14.41917808219178,Adolescents,31
EmoAvg,0.27470431429205,14.41917808219178,Adolescents,31
Cong,0.344549042405092,14.41917808219178,Adolescents,31
Cond,0.353232020042328,14.41917808219178,Adolescents,31
CongBeta,0.324490984561246,14.41917808219178,Adolescents,31
CondBeta,0.332456178060172,14.41917808219178,Adolescents,31
Random,-124.76649250079,13.868493150684932,Adolescents,32
Vanilla,0.00555555555555387,13.868493150684932,Adolescents,32
EmoQ,0.0468178402023898,13.868493150684932,Adolescents,32
EmoBias,0.0409604668179979,13.868493150684932,Adolescents,32
EmoHier,0.0774687398112873,13.868493150684932,Adolescents,32
EmoAvg,0.0544567857736322,13.868493150684932,Adolescents,32
Cong,0.0449794125709481,13.868493150684932,Adolescents,32
Cond,0.062121613407214,13.868493150684932,Adolescents,32
CongBeta,0.0535707090091029,13.868493150684932,Adolescents,32
CondBeta,0.0590025664491169,13.868493150684932,Adolescents,32
Random,-124.76649250079,11.178082191780822,Children,33
Vanilla,-1.77635683940025e-15,11.178082191780822,Children,33
EmoQ,0.188214895893599,11.178082191780822,Children,33
EmoBias,0.19140579692914,11.178082191780822,Children,33
EmoHier,0.188214895893583,11.178082191780822,Children,33
EmoAvg,0.188806042663553,11.178082191780822,Children,33
Cong,0.137679997679445,11.178082191780822,Children,33
Cond,0.137679997678603,11.178082191780822,Children,33
CongBeta,0.137679989100452,11.178082191780822,Children,33
CondBeta,0.137679989104284,11.178082191780822,Children,33
Random,-124.76649250079,12.465753424657532,Children,34
Vanilla,-1.77635683940025e-15,12.465753424657532,Children,34
EmoQ,0.0352827406316768,12.465753424657532,Children,34
EmoBias,0.0324781267515726,12.465753424657532,Children,34
EmoHier,0.0391090335872726,12.465753424657532,Children,34
EmoAvg,0.0659472615485671,12.465753424657532,Children,34
Cong,0.0148252433673857,12.465753424657532,Children,34
Cond,0.0112312748510386,12.465753424657532,Children,34
CongBeta,-1.5543122344752201e-15,12.465753424657532,Children,34
CondBeta,0.0207844249768486,12.465753424657532,Children,34
Random,-124.76649250079,8.704109589041096,Children,35
Vanilla,0.205798612967444,8.704109589041096,Children,35
EmoQ,0.165525519783745,8.704109589041096,Children,35
EmoBias,0.214147790107764,8.704109589041096,Children,35
EmoHier,0.229526923744993,8.704109589041096,Children,35
EmoAvg,0.199630073714941,8.704109589041096,Children,35
Cong,0.219899900783714,8.704109589041096,Children,35
Cond,0.241558900895117,8.704109589041096,Children,35
CongBeta,0.21189419139893,8.704109589041096,Children,35
CondBeta,0.218688832733069,8.704109589041096,Children,35
Random,-124.76649250079,8.073972602739726,Children,36
Vanilla,-1.77635683940025e-15,8.073972602739726,Children,36
EmoQ,0.00176618878701451,8.073972602739726,Children,36
EmoBias,0.0012557377078789,8.073972602739726,Children,36
EmoHier,0.0043814771924312,8.073972602739726,Children,36
EmoAvg,0.00463182754192237,8.073972602739726,Children,36
Cong,0.0177185726319471,8.073972602739726,Children,36
Cond,0.0177185722668816,8.073972602739726,Children,36
CongBeta,0.017691177904216,8.073972602739726,Children,36
CondBeta,0.017691177895382,8.073972602739726,Children,36
Random,-124.76649250079,8.942465753424658,Children,37
Vanilla,-1.77635683940025e-15,8.942465753424658,Children,37
EmoQ,-1.60300612783715e-8,8.942465753424658,Children,37
EmoBias,-2.52095144759323e-9,8.942465753424658,Children,37
EmoHier,-1.77635683940025e-15,8.942465753424658,Children,37
EmoAvg,8.8047875555463e-4,8.942465753424658,Children,37
Cong,-1.77635683940025e-15,8.942465753424658,Children,37
Cond,-1.77635683940025e-15,8.942465753424658,Children,37
CongBeta,0.00369745083814543,8.942465753424658,Children,37
CondBeta,0.00522054230757285,8.942465753424658,Children,37
Random,-124.76649250079,9.035616438356165,Children,38
Vanilla,-1.77635683940025e-15,9.035616438356165,Children,38
EmoQ,-1.60300372975541e-8,9.035616438356165,Children,38
EmoBias,0.00590391583547778,9.035616438356165,Children,38
EmoHier,0.00687216061848006,9.035616438356165,Children,38
EmoAvg,-1.95504279432157e-9,9.035616438356165,Children,38
Cong,0.00851077552316959,9.035616438356165,Children,38
Cond,0.00887738001673888,9.035616438356165,Children,38
CongBeta,0.00879276223299241,9.035616438356165,Children,38
CondBeta,0.00274500799770605,9.035616438356165,Children,38
Random,-124.76649250079,9.465753424657532,Children,39
Vanilla,-1.77635683940025e-15,9.465753424657532,Children,39
EmoQ,0.00285353267397848,9.465753424657532,Children,39
EmoBias,0.00842561647581297,9.465753424657532,Children,39
EmoHier,3.20597968173075e-8,9.465753424657532,Children,39
EmoAvg,0.00285353267395916,9.465753424657532,Children,39
Cong,-1.77635683940025e-15,9.465753424657532,Children,39
Cond,-1.77635683940025e-15,9.465753424657532,Children,39
CongBeta,0.0159642036245262,9.465753424657532,Children,39
CondBeta,0.0159642036245335,9.465753424657532,Children,39
Random,-124.76649250079,9.657534246575343,Children,40
Vanilla,0.0393399760636304,9.657534246575343,Children,40
EmoQ,0.0370543812101963,9.657534246575343,Children,40
EmoBias,0.0631930225961354,9.657534246575343,Children,40
EmoHier,0.0573407451607886,9.657534246575343,Children,40
EmoAvg,0.0667048206168213,9.657534246575343,Children,40
Cong,0.0718840123838729,9.657534246575343,Children,40
Cond,0.0806137838625446,9.657534246575343,Children,40
CongBeta,0.0810901919315036,9.657534246575343,Children,40
CondBeta,0.0822112720940844,9.657534246575343,Children,40
Random,-124.76649250079,8.67123287671233,Children,41
Vanilla,-1.77635683940025e-15,8.67123287671233,Children,41
EmoQ,-2.40450093169642e-8,8.67123287671233,Children,41
EmoBias,0.00426433015389294,8.67123287671233,Children,41
EmoHier,0.0121509324249796,8.67123287671233,Children,41
EmoAvg,0.0316639068015448,8.67123287671233,Children,41
Cong,0.0163284883315328,8.67123287671233,Children,41
Cond,0.0164700942729008,8.67123287671233,Children,41
CongBeta,0.0127001075424416,8.67123287671233,Children,41
CondBeta,0.0127001075677656,8.67123287671233,Children,41
Random,-124.76649250079,10.095890410958903,Children,42
Vanilla,0.0131363979233211,10.095890410958903,Children,42
EmoQ,0.369103391971682,10.095890410958903,Children,42
EmoBias,0.484322745203073,10.095890410958903,Children,42
EmoHier,0.392230355036456,10.095890410958903,Children,42
EmoAvg,0.376296489962226,10.095890410958903,Children,42
Cong,0.160371369403274,10.095890410958903,Children,42
Cond,0.240686410074566,10.095890410958903,Children,42
CongBeta,0.162263091404233,10.095890410958903,Children,42
CondBeta,0.243911058478867,10.095890410958903,Children,42
Random,-124.76649250079,9.915068493150685,Children,43
Vanilla,0.187515592900983,9.915068493150685,Children,43
EmoQ,0.256574089157813,9.915068493150685,Children,43
EmoBias,0.261029718268763,9.915068493150685,Children,43
EmoHier,0.194007110356619,9.915068493150685,Children,43
EmoAvg,0.267250715649998,9.915068493150685,Children,43
Cong,0.188946671570572,9.915068493150685,Children,43
Cond,0.201362754704858,9.915068493150685,Children,43
CongBeta,0.18798234781303,9.915068493150685,Children,43
CondBeta,0.200373587592056,9.915068493150685,Children,43
Random,-124.76649250079,16.2986301369863,Adolescents,44
Vanilla,0.300854233300548,16.2986301369863,Adolescents,44
EmoQ,0.173086167889791,16.2986301369863,Adolescents,44
EmoBias,0.236554889923228,16.2986301369863,Adolescents,44
EmoHier,0.333289083778228,16.2986301369863,Adolescents,44
EmoAvg,0.192193582486465,16.2986301369863,Adolescents,44
Cong,0.339328494152096,16.2986301369863,Adolescents,44
Cond,0.340479898134145,16.2986301369863,Adolescents,44
CongBeta,0.33718401810152,16.2986301369863,Adolescents,44
CondBeta,0.338380175144904,16.2986301369863,Adolescents,44
Random,-124.76649250079,14.158904109589042,Adolescents,45
Vanilla,0.0161998267546101,14.158904109589042,Adolescents,45
EmoQ,0.0269514586106826,14.158904109589042,Adolescents,45
EmoBias,0.0286110488535878,14.158904109589042,Adolescents,45
EmoHier,0.0485873537206454,14.158904109589042,Adolescents,45
EmoAvg,0.0298127885650866,14.158904109589042,Adolescents,45
Cong,-1.77635683940025e-15,14.158904109589042,Adolescents,45
Cond,0.0321763730723854,14.158904109589042,Adolescents,45
CongBeta,0.0272401769382012,14.158904109589042,Adolescents,45
CondBeta,0.0311528849044084,14.158904109589042,Adolescents,45
Random,-124.76649250079,11.665753424657536,Children,46
Vanilla,0.0065806460982204,11.665753424657536,Children,46
EmoQ,0.00450810065681306,11.665753424657536,Children,46
EmoBias,0.00934424445668791,11.665753424657536,Children,46
EmoHier,0.0220921691636288,11.665753424657536,Children,46
EmoAvg,0.0128727029766761,11.665753424657536,Children,46
Cong,-1.77635683940025e-15,11.665753424657536,Children,46
Cond,0.00880974965814363,11.665753424657536,Children,46
CongBeta,0.00873194296678603,11.665753424657536,Children,46
CondBeta,0.00879223563487208,11.665753424657536,Children,46
Random,-124.76649250079,15.326027397260274,Adolescents,47
Vanilla,1.6558715895642e-4,15.326027397260274,Adolescents,47
EmoQ,0.0110466826058889,15.326027397260274,Adolescents,47
EmoBias,0.00587592617652355,15.326027397260274,Adolescents,47
EmoHier,0.00504903594092054,15.326027397260274,Adolescents,47
EmoAvg,0.0043859090709607,15.326027397260274,Adolescents,47
Cong,0.0182515292023795,15.326027397260274,Adolescents,47
Cond,0.0214866256059572,15.326027397260274,Adolescents,47
CongBeta,0.0217359086451355,15.326027397260274,Adolescents,47
CondBeta,0.0222848796341696,15.326027397260274,Adolescents,47
Random,-124.76649250079,9.865753424657534,Children,48
Vanilla,0.326092829611043,9.865753424657534,Children,48
EmoQ,0.391621705081949,9.865753424657534,Children,48
EmoBias,0.559603737721759,9.865753424657534,Children,48
EmoHier,0.33330388858754,9.865753424657534,Children,48
EmoAvg,0.561606136286637,9.865753424657534,Children,48
Cong,0.462089332036349,9.865753424657534,Children,48
Cond,0.45005014571672,9.865753424657534,Children,48
CongBeta,0.460636238818717,9.865753424657534,Children,48
CondBeta,0.462304994049602,9.865753424657534,Children,48
Random,-124.76649250079,9.865753424657534,Children,49
Vanilla,0.00433656305475594,9.865753424657534,Children,49
EmoQ,0.0224191859082793,9.865753424657534,Children,49
EmoBias,0.0263293000654403,9.865753424657534,Children,49
EmoHier,0.0309798871836172,9.865753424657534,Children,49
EmoAvg,0.0297731500235024,9.865753424657534,Children,49
Cong,0.0137570786225609,9.865753424657534,Children,49
Cond,-1.77635683940025e-15,9.865753424657534,Children,49
CongBeta,0.0115436743945747,9.865753424657534,Children,49
CondBeta,0.0135681885633628,9.865753424657534,Children,49
Random,-124.76649250079,15.227397260273971,Adolescents,50
Vanilla,0.034166153014481,15.227397260273971,Adolescents,50
EmoQ,0.303890763774466,15.227397260273971,Adolescents,50
EmoBias,0.310959004433625,15.227397260273971,Adolescents,50
EmoHier,0.23832134709396,15.227397260273971,Adolescents,50
EmoAvg,0.316340219617316,15.227397260273971,Adolescents,50
Cong,0.248685482552335,15.227397260273971,Adolescents,50
Cond,0.274400481363487,15.227397260273971,Adolescents,50
CongBeta,0.243424510707199,15.227397260273971,Adolescents,50
CondBeta,0.271215235339191,15.227397260273971,Adolescents,50
Random,-124.76649250079,8.04109589041096,Children,51
Vanilla,-1.77635683940025e-15,8.04109589041096,Children,51
EmoQ,-1.60300357432419e-8,8.04109589041096,Children,51
EmoBias,-1.28785870856518e-14,8.04109589041096,Children,51
EmoHier,0.00928511838360602,8.04109589041096,Children,51
EmoAvg,0.00598054773620926,8.04109589041096,Children,51
Cong,-1.77635683940025e-15,8.04109589041096,Children,51
Cond,4.5715388096478e-4,8.04109589041096,Children,51
CongBeta,4.5708703268809e-4,8.04109589041096,Children,51
CondBeta,3.2393612864956e-4,8.04109589041096,Children,51
Random,-124.76649250079,15.03013698630137,Adolescents,52
Vanilla,0.199751634214129,15.03013698630137,Adolescents,52
EmoQ,0.0316374016127063,15.03013698630137,Adolescents,52
EmoBias,0.206848905477558,15.03013698630137,Adolescents,52
EmoHier,0.219329302243764,15.03013698630137,Adolescents,52
EmoAvg,0.126621970382451,15.03013698630137,Adolescents,52
Cong,0.361993729580536,15.03013698630137,Adolescents,52
Cond,0.375072738984725,15.03013698630137,Adolescents,52
CongBeta,0.357581086450612,15.03013698630137,Adolescents,52
CondBeta,0.363411421977892,15.03013698630137,Adolescents,52
Random,-124.76649250079,22.775342465753425,Adults,53
Vanilla,0.781870399990648,22.775342465753425,Adults,53
EmoQ,0.759575258381369,22.775342465753425,Adults,53
EmoBias,0.73538675572823,22.775342465753425,Adults,53
EmoHier,0.79209062693614,22.775342465753425,Adults,53
EmoAvg,0.830724998582761,22.775342465753425,Adults,53
Cong,0.784855669878953,22.775342465753425,Adults,53
Cond,0.794785337920881,22.775342465753425,Adults,53
CongBeta,0.795755047716111,22.775342465753425,Adults,53
CondBeta,0.795995719886111,22.775342465753425,Adults,53
Random,-124.76649250079,21.567123287671233,Adults,54
Vanilla,0.175575770107101,21.567123287671233,Adults,54
EmoQ,0.16980111042465099,21.567123287671233,Adults,54
EmoBias,0.180661826298634,21.567123287671233,Adults,54
EmoHier,0.18591364386443,21.567123287671233,Adults,54
EmoAvg,0.156534119378965,21.567123287671233,Adults,54
Cong,0.237765405808348,21.567123287671233,Adults,54
Cond,0.237765405802203,21.567123287671233,Adults,54
CongBeta,0.202430002355598,21.567123287671233,Adults,54
CondBeta,0.207616538645308,21.567123287671233,Adults,54
Random,-124.76649250079,21.39452054794521,Adults,55
Vanilla,0.172631044991484,21.39452054794521,Adults,55
EmoQ,0.176098914578626,21.39452054794521,Adults,55
EmoBias,0.180582987358733,21.39452054794521,Adults,55
EmoHier,0.188951063841205,21.39452054794521,Adults,55
EmoAvg,0.207849395987996,21.39452054794521,Adults,55
Cong,0.213752951485437,21.39452054794521,Adults,55
Cond,0.319255142135034,21.39452054794521,Adults,55
CongBeta,0.209184949547379,21.39452054794521,Adults,55
CondBeta,0.306857914600362,21.39452054794521,Adults,55
Random,-124.76649250079,21.35890410958904,Adults,56
Vanilla,0.0753965007122488,21.35890410958904,Adults,56
EmoQ,0.0744659258977386,21.35890410958904,Adults,56
EmoBias,0.083805545570622,21.35890410958904,Adults,56
EmoHier,0.0822762659571832,21.35890410958904,Adults,56
EmoAvg,0.0880406831103507,21.35890410958904,Adults,56
Cong,0.0776619095416796,21.35890410958904,Adults,56
Cond,0.0808135242629893,21.35890410958904,Adults,56
CongBeta,0.0778039166678907,21.35890410958904,Adults,56
CondBeta,0.0800406272552995,21.35890410958904,Adults,56
Random,-124.76649250079,21.578082191780823,Adults,57
Vanilla,-1.77635683940025e-15,21.578082191780823,Adults,57
EmoQ,0.00878542684723016,21.578082191780823,Adults,57
EmoBias,0.012557260346622,21.578082191780823,Adults,57
EmoHier,0.0167943466196725,21.578082191780823,Adults,57
EmoAvg,0.0235041884095623,21.578082191780823,Adults,57
Cong,0.0358690016669793,21.578082191780823,Adults,57
Cond,0.0350693431979791,21.578082191780823,Adults,57
CongBeta,0.037350376906781,21.578082191780823,Adults,57
CondBeta,0.0389910028978991,21.578082191780823,Adults,57
Random,-124.76649250079,21.13972602739726,Adults,58
Vanilla,0.795111462644583,21.13972602739726,Adults,58
EmoQ,0.262096779609357,21.13972602739726,Adults,58
EmoBias,0.751650400825909,21.13972602739726,Adults,58
EmoHier,0.79654933050778,21.13972602739726,Adults,58
EmoAvg,0.479445567596683,21.13972602739726,Adults,58
Cong,0.803673912472056,21.13972602739726,Adults,58
Cond,0.804409701848899,21.13972602739726,Adults,58
CongBeta,0.800382033018484,21.13972602739726,Adults,58
CondBeta,0.807999075966669,21.13972602739726,Adults,58
Random,-124.76649250079,21.16164383561644,Adults,59
Vanilla,0.00405501798709984,21.16164383561644,Adults,59
EmoQ,0.0250970405984545,21.16164383561644,Adults,59
EmoBias,0.0280821871756171,21.16164383561644,Adults,59
EmoHier,0.0247711796897483,21.16164383561644,Adults,59
EmoAvg,0.047670401545909,21.16164383561644,Adults,59
Cong,0.0168012057228294,21.16164383561644,Adults,59
Cond,0.0170467406860905,21.16164383561644,Adults,59
CongBeta,0.0138016830764649,21.16164383561644,Adults,59
CondBeta,0.0253655039191503,21.16164383561644,Adults,59
Random,-124.76649250079,21.432876712328767,Adults,60
Vanilla,0.453560134610556,21.432876712328767,Adults,60
EmoQ,0.234203860930958,21.432876712328767,Adults,60
EmoBias,0.416627398176736,21.432876712328767,Adults,60
EmoHier,0.443799492249071,21.432876712328767,Adults,60
EmoAvg,0.315732714432758,21.432876712328767,Adults,60
Cong,0.460030694707952,21.432876712328767,Adults,60
Cond,0.47613883141288,21.432876712328767,Adults,60
CongBeta,0.459187326176635,21.432876712328767,Adults,60
CondBeta,0.469613230142311,21.432876712328767,Adults,60
Random,-124.76649250079,21.15068493150685,Adults,61
Vanilla,0.0285971361569817,21.15068493150685,Adults,61
EmoQ,0.0939781324777574,21.15068493150685,Adults,61
EmoBias,0.0967213710051906,21.15068493150685,Adults,61
EmoHier,0.0788759013686273,21.15068493150685,Adults,61
EmoAvg,0.0902819371821889,21.15068493150685,Adults,61
Cong,0.0453515018663329,21.15068493150685,Adults,61
Cond,0.0630119925240222,21.15068493150685,Adults,61
CongBeta,0.0425544315912769,21.15068493150685,Adults,61
CondBeta,0.0637474590438524,21.15068493150685,Adults,61
Random,-124.76649250079,21.356164383561644,Adults,62
Vanilla,0.583181275713404,21.356164383561644,Adults,62
EmoQ,0.484919542218845,21.356164383561644,Adults,62
EmoBias,0.552027272227304,21.356164383561644,Adults,62
EmoHier,0.585997588205989,21.356164383561644,Adults,62
EmoAvg,0.468458928752668,21.356164383561644,Adults,62
Cong,0.692286033473559,21.356164383561644,Adults,62
Cond,0.697966990562622,21.356164383561644,Adults,62
CongBeta,0.694465548814897,21.356164383561644,Adults,62
CondBeta,0.698302268006623,21.356164383561644,Adults,62
Random,-124.76649250079,22.2986301369863,Adults,63
Vanilla,0.0862478709976163,22.2986301369863,Adults,63
EmoQ,0.265153510468797,22.2986301369863,Adults,63
EmoBias,0.247367508942918,22.2986301369863,Adults,63
EmoHier,0.191705017565459,22.2986301369863,Adults,63
EmoAvg,0.271649503031223,22.2986301369863,Adults,63
Cong,0.230261390205931,22.2986301369863,Adults,63
Cond,0.237988017537586,22.2986301369863,Adults,63
CongBeta,0.223722637695721,22.2986301369863,Adults,63
CondBeta,0.232422958110174,22.2986301369863,Adults,63
Random,-124.76649250079,9.476712328767125,Children,64
Vanilla,-1.77635683940025e-15,9.476712328767125,Children,64
