Vanilla,EmoQ,EmoBias,EmoHier,EmoAvg,Cong,Cond,CongBeta,CondBeta
0.18588293874680273,0.169599788462678,0.21518284629642676,0.2123838093177725,0.18763928319736167,0.22658485168992012,0.2429873936447203,0.22998373633644734,0.24408877494494388
