Model,BIC_Value,ExactAge,AgeGroup,StudyID
Cong,238.467210836409,13.69041095890411,Adolescents,16
Cond,240.069634366344,13.69041095890411,Adolescents,16
CongBeta,238.309767959426,13.69041095890411,Adolescents,16
CondBeta,239.908854319561,13.69041095890411,Adolescents,16
Vanilla,259.661968047217,19.813698630136987,Adults,14
EmoQ,259.918900703384,19.813698630136987,Adults,14
EmoBias,265.111857106598,19.813698630136987,Adults,14
EmoHier,268.631975543872,19.813698630136987,Adults,14
EmoAvg,265.111856554257,19.813698630136987,Adults,14
Cong,269.499636280427,19.813698630136987,Adults,14
Cond,275.497769256032,19.813698630136987,Adults,14
CongBeta,269.319194618392,19.813698630136987,Adults,14
CondBeta,274.370593274834,19.813698630136987,Adults,14
Vanilla,249.481687972862,13.336986301369864,Adolescents,15
EmoQ,243.768654876461,13.336986301369864,Adolescents,15
EmoBias,251.170691183137,13.336986301369864,Adolescents,15
EmoHier,233.101947530161,13.336986301369864,Adolescents,15
EmoAvg,229.806984485106,13.336986301369864,Adolescents,15
Cong,256.876620429335,13.336986301369864,Adolescents,15
Cond,257.69757965128,13.336986301369864,Adolescents,15
CongBeta,252.571031532179,13.336986301369864,Adolescents,15
CondBeta,253.904077624151,13.336986301369864,Adolescents,15
Vanilla,61.1092029857551,18.676712328767124,Adults,17
EmoQ,76.2228120747207,18.676712328767124,Adults,17
EmoBias,57.6735357359229,18.676712328767124,Adults,17
EmoHier,90.2411653709583,18.676712328767124,Adults,17
EmoAvg,92.4080323258396,18.676712328767124,Adults,17
Cong,67.6618114329193,18.676712328767124,Adults,17
Cond,69.6130433763398,18.676712328767124,Adults,17
CongBeta,69.2783994003628,18.676712328767124,Adults,17
CondBeta,69.0460486433298,18.676712328767124,Adults,17
Vanilla,226.079938017888,18.273972602739725,Adults,18
EmoQ,233.22420710253,18.273972602739725,Adults,18
EmoBias,232.572748369601,18.273972602739725,Adults,18
EmoHier,230.282549401756,18.273972602739725,Adults,18
EmoAvg,231.050254986509,18.273972602739725,Adults,18
Cong,231.411223809809,18.273972602739725,Adults,18
Cond,234.923045799033,18.273972602739725,Adults,18
CongBeta,232.009898741939,18.273972602739725,Adults,18
CondBeta,236.259896013849,18.273972602739725,Adults,18
Vanilla,219.18953412001,19.027397260273972,Adults,19
EmoQ,223.223679365146,19.027397260273972,Adults,19
EmoBias,224.750426437396,19.027397260273972,Adults,19
EmoHier,227.008030621046,19.027397260273972,Adults,19
EmoAvg,227.268560424382,19.027397260273972,Adults,19
Cong,227.762447517351,19.027397260273972,Adults,19
Cond,229.259301291638,19.027397260273972,Adults,19
CongBeta,228.504196453467,19.027397260273972,Adults,19
CondBeta,227.199325929111,19.027397260273972,Adults,19
Vanilla,259.880293839165,14.178082191780822,Adolescents,20
EmoQ,258.007720814328,14.178082191780822,Adolescents,20
EmoBias,252.476213530163,14.178082191780822,Adolescents,20
EmoHier,267.839993113439,14.178082191780822,Adolescents,20
